level_0,index,Lyrics,True_end_lyrics,Generated_lyrics
421,465,"Suck on this. Look out at the darkness. And you will see. Just call my name and I'll be there. You cannot touch me. You would not dare. I am the chill that's in the air. And I try to get through to you. In my own special way. As the barriers crumble. At the end of the day, haha. Dark rivers are flowing. Back into the past. You are the fish for which I cast. And what of the future? What is to be? As the rivers flow into the sea. And I try to get through to you. In my own special way. As the barriers crumble. At the end of the day. Do not take for granted. Powers out there. Don't step into the demon's lair. Time is an illusion. Rising from time. Steep is the mountain which we climb. And I try",to get through to you. In my own special way. As the barriers crumble. At the end of the day.," just as hard. To ascend your road. Steps down towards where all dreams once began…back now more then 50 years ago. Even though our lot has changed so much..no one can compare! If asked why it happened….Oh ya but these monsters think they're better than us anyway...Just like a newborn baby gives birth while still inside his mother's womb.....And over here shines brighter too!! Many comments have gone unanswered because how could someone complain about anything if its boring with no payoff?? The only thing TO say....Thats right them suckers do feel good m8 It really does look funny when he kills people w/firebats >!!!THAT!!!! NOT ANYWHERE YOU WANT IT DOOM GUYS KEEP SINGIN!!!!!!!!!!!!! 9 1 6
Mostly made up by @Vallemnarondogpone. Thanks old headband1 Last edited By : valkathine Member Next Posts last edit"
159,177,"I'm hanging on. Here until I'm gone. Right where I belong. Just hanging on. Even though. I watched you come and go. How was I to know. You'd steal the show? One day. I'll have enough to gamble. I'll wait to hear your final call. And bet it all. I'm hanging on. Here until I'm gone. Right where I belong. Just hanging on. Even though. I pass this time alone. Somewhere so unknown. It heals the soul. You ask for walls, I'll build them higher. We'll lie in the shadows of them all. I'd stand but they're much too tall. And I fall. February stars. Floating in the dark. Temporary scars. February stars.",February stars. Floating in the dark. Temporary scars. February stars. February stars. Floating in the dark. Temporary scars. February stars.," August scorch marks. Surrounding me now as if by magic reveal only one thing... Life has no borders. Those bound here are born free men, made real before mine eyes along with our hopes, dreams or ambitions beyond what words can even describe."
591,654,They got nothing on me anymore. They got nothing on you. I don't care what they say anymore. All I want is the truth. Out on bail. To unveil. Here's a song. Sing along. They got nothing for me anymore. I got nothing for you. I don't care what they say anymore. All I want is the truth. Out on bail. To unveil. Here's a song. Sing along. Watch my style. Pick a place. Wipe the smile. From your face. Out on bail. To unveil. Here's a song. Sing along. Watch my style. Pick a place. Wipe the smile. From your face. They got nothing on,"me anymore, they got nothing on you. I don't care what they say anymore, all I want is the truth."," us anymore....
Adrian, come out of prison & fight with them again... If that won 't work-up people have to figure out their own way........ -I was talking about Rodney King gang members who helped build Civil Rights by jumping boats w/ local gatherers from Maricopa County.. and never getting involved in turf wars..... if even through rioting we could get rid all racial discord – then it would become something positive….. People will always be drawn towards criminals because at some point those internees had an opportunity to go off trail so another came up wanting revenge too......Might as well make things fair…. My message here isn` t going anywhere @ Jerry Brown Read Jackson"
222,244,"Early morning without warning. Woke me with a scare. I had that dream again. That the sun was dead. Make me warm or take me home. It's so cold in here. Can't we meet somewhere. Is it winter there? Is it winter there? This winter. Meet me in the summertime. We can move the air. Sweet Virginia countryside. I will meet you there. Bloody lips and cherry wine. Moonshine in your hair. Just keep staring at the sun. Pray for summer's end. Come on over brave my storm. Oceans overhead. Come inside, my friend. Getting bad out there. Every moment we have stolen. All we have to share. No one wanted them. But you know I did. You know I did. This moment. Meet me in the summertime. We can move the air. Sweet Virginia countryside. I will meet you there. Bloody lips and cherry wine. Moonshine in your hair. Just keep staring at the sun. Pray for summer's end. Meet me in the summertime. We can move the air. Sweet Virginia countryside. I will meet you there. Bloody lips and cherry wine. Moonshine in your hair. Just keep staring at the sun. Pray for summer's end. Meet me in the summertime. Meet me in the summertime.",Meet me in the summertime. We can move the air. Meet me in the summertime. I will meet you there.," And soon someone else but ""cough cough"" who'd like another picture (can get up quick)

Tealy R: My new cuddly buddy – Leuco(The soft-close mouth by Cakeside Trampoline Co), IIRC huge bassinet cat

"
869,964,"Oh, you wired me awake. And hit me with a hand of broken nails. Yeah, you tied my lead and pulled my chain. To watch my blood begin to boil. But I'm gonna break. I'm gonna break my. I'm gonna break my rusty cage and run. Yeah, I'm gonna break. I'm gonna break my. I'm gonna break my rusty cage. And run. Too cold to start a fire. I'm burning diesel, burning dinosaur bones. Yeah, I'll take the river down to Stillwater. And ride a pack of dogs. But I'm gonna break. I'm gonna break my. I'm gonna break my rusty cage and run. Yeah, I'm gonna break. I'm gonna break my. I'm gonna break my rusty cage. And run. Hit like a Phillips head into my brain. It's gonna be too dark to sleep again. Cutting my teeth on bars and rusty chains. I'm gonna break my rusty cage. And run. When the forest burns along the road. Like God's eyes in my headlights. And when the dogs are looking for their bones. And it's raining icepicks on your steel shore. Well, I'm gonna break. I'm gonna break my. I'm gonna break my","rusty cage. And run. Well, I'm gonna break. I'm gonna break my. I'm gonna break my rusty cage. And run.", old shack out so that if this or that party comes by our home here later today will not fall apart underfoot.
97,108,Got nowhere to go. Got no one to blame for lettin' myself get so low. It's right on the tip of my tongue. What's the word I'm thinkin' of. It's right in the middle of good and bad. So how can it be love. My brain is too soft. My money's no good. I tend to get lost just walkin' in the neighborhood. It's right on the tip of my tongue. What's the word I'm thinkin' of. Sometimes I feel like I'm drifting away. And that's all I can say. It's nothing I can't control. But in matters of the heart and soul. I must admit that I just don't know. I don't know what to say. I don't know what to do. I don't know what possessed me. To get together with a girl like you. You're right on the tip of my tongue. Are you the girl I'm thinkin' of. Right in the middle of hate and love. An iron fist in a velvet glove. Sometimes I feel like I'm drifting away. And that's all I can say. Gotta step back. And give each other room to grow. Listen to your heart. It'll tell you where to go. I must admit that I just don't know. Admit that I just don't know. Sometimes I feel like I'm drifting away. And that's all I can say. It's nothing I can't control. But in matters of the heart and soul. Sometimes I feel like I'm drifting away. And that's all I can say. Gotta step back. And give each other room to grow. Listen to your heart. It'll tell you where to go.,I must admit that I just don't know. Admit that I just don't know. Admit that I just don't know.,"

Add A Comment On This Post"
383,424,"I don't know how to live through this hell. Woken up, I'm still locked in this shell. Frozen soul, frozen down to the core. Break the ice, I can't take anymore. Freezing (Freezing), can't move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice. Crystallized as I lay here and rest. Eyes of glass stare directly at death. From deep sleep, I have broken away. No one knows, no one hears what I say. Freezing (Freezing), can't move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice. (Scream) From my soul. (Fate) Mystified. (Hell) Forevermore. (Scream) From my soul. (Fate) Mystified. (Hell) Forevermore. No release from my cryonic state. What is this? I've been stricken by fate. Wrapped up tight, cannot move, can't break free. Hand of doom has a tight grip on me. Freezing (Freezing), can't move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice. Freezing (Freezing), can't","move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice.", do anything but screaming... Then everything stops...... But it doesn�t stop..... It's just repeating over again........ So steady.... Got bigger atoms filled with holes now knowing where that pattern comes next.... Slowly growing too cold... Maybe getting colder instead Of being warmer...... then somethin else about love...
919,1016,"It's creeping in so slow. Trapping it, nobody's home. It's creeping in so slow. Trapping it, nobody's home. Santa,","I love you, baby. My Christmas king. Santa, you're my king. I love you, Santa baby. Got what I need."," where do you think we're going? Why'd I throw up when Mom showed me her pen test- she wrote ""Charmed?"" No dad wants that! Huh.... Can't take our report with us now.""
2:24 PM - Steve & Geoff King (Painted Dummies) : We should maybe get rid of Dad immediately...like God told him to at Christmastime for the freaks who were getting pushed around by just everybody all over again or something ;) 2x Sergeant Naegle talked about TRAPPING some people while talking about how an error could have been made and ended without anyone catching on which led one caller to ask them what happened last time they DID talk their way out(since even if this year everyone hasn´t had a day off due via vacation/relief service is still good grief). Well..if whatever actually went down yesterday wasn�t real but doesnt mean someone didníts really happen......... Also `Roboteeth' did not work :( What turned my attention back towards Christian was being able too tell Stacey yet another �Xmas card""- from his Red Sox package"
883,978,"Yeah, I know what to do. Don't you, don't you wanna thrill me? Don't you be afraid to tell me. Tell me if you think it's ugly. But don't you want to touch it anyway, yeah? Now, I've been looking for a reject. And you ain't had nothing like me yet. So don't you think it's time for motion? I can take what you've been pushing, uh. Hey, I know what to do. I'm gonna fuck, fuck, fuck, fuck you! Fuck you! Yeah, I know what to do. I'm going to fuck, fuck, fuck, fuck you! Fuck you! I'm gonna. Gonna, yeah. I'm the beast, and you're the master. You're the meat of the matter. I'm no fool for discretion. When it's on the tip of my tongue. Don't you, don't you wanna thrill me? Don't you be afraid to tell me. Tell me if you think it's ugly. But now don't you wanna touch it anyway, yeah? Hey, I know what to do. I'm going to fuck, fuck, fuck, fuck you! Fuck you! Yeah, I know what to do. I'm gonna fuck, fuck, fuck, fuck you! Fuck you! I'm gonna. Gonna. F-f-f-f-fuck you! (Yeah!). Yeah, I know what to do. (Know what to do). I'm going to fuck, fuck, fuck, fuck you! Fuck you! Yeah, I know what to do.","(Know what to do). I'm going to fuck, fuck, fuck, fuck you! Fuck you! I'm gonna. Gonna. Gonna! Fuck you!","
In case there were any confusion in his voice: Cicely Gale understands humor better than most people even try themselves."
0,0,"On a cobweb afternoon in a room full of emptiness. By a freeway, I confess I was lost in the pages. Of a book full of death, reading how we'll die alone. And if we're good, we'll lay to rest anywhere we want to go. In your house, I long to be. Room by room, patiently. I'll wait for you there like a stone. I'll wait for you there alone. And on my deathbed, I will pray to the gods and the angels. Like a pagan to anyone who will take me to heaven. To a place I recall, I was there so long ago. The sky was bruised, the wine was bled, and there you led me on. In your house, I long to be. Room by room, patiently. I'll wait for you there like a stone. I'll wait for you there alone, alone. And on I read until the day was gone. And I sat in regret of all the things I've done. For all that I've blessed and all that I've wronged. In dreams until my death, I will wander on. In your house, I long to","be. Room by room, patiently. I'll wait for you there like a stone. I'll wait for you there alone, alone."," walk along side mortals up those pathways between hells. But one here with flowers blooming outside? Never again would any mortal friend ever visit this loving land more or from it - never could such innocents reside without fear.. Oh well... Take care when reaching out also! Most everyone can't speak English So welcome :3 PM found used bed Small door behind mattress A chair NICE LAMP BOX Usually locked Lonely angel fell asleep Another dream On an alley ledge There is something begging her Just pick ur phone Yes ~nofa:: *reflex**naFTaNe

RAW Paste Data"
566,627,"Wake up! There's a new day dawning. I think I'll take a little walk for a while. I need shades 'cause the sun is blinding. And I can see for miles and miles. Yeah, I can feel the earth beneath me. I lie down, we are as one. And they look but they cannot find me. I'm off and heading for the sun. Im getting colder. I feel a chill in the air. There's a change in the weather. Here it comes again. Now I can feel the rain. The wind that brings on the change. Is taking me over. The wind that brings on the rain. Is making me older. Downtown the moon is shining. I'm going to dress it up in style. My business everybody's minding. I need to get away for a while. I'm getting colder. I feel a chill in the air. There's a change in the weather. Here it comes again. Now I can feel the rain (oh yeah). The wind",that brings on the change. Is taking me over. The wind that brings on the rain. Is making me older.," within itself whipping into motion.
Posted by Jules Berg at 9:01 PM"
38,39,"Somedays, somedays. Somedays just ain't so easy. Wake up, look around. Just before your feet hit the ground. Where they make the oil and street. Is where you stand and where you sleep. Black and whites, alarms and lights. Plain clothes and Miranda Rights. At the right place but in the wrong life. Somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. It's not the fault of anyone. As we revolve around the sun. We sleep beneath the same sky. But we all see it through different eyes. So if you go or if you stay. Standing still if you walk away. If you bend or if you break. Somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. Just ain't so easy, ooh yeah. Someone may have done you right or done you wrong. Nobody say it's so easy, yeah. I don't care for somedays. Someone may have done you right or done you wrong. Kept it down from the day you were born. There's no need to apologize for the riot in your eyes. Because somedays just","ain't so easy, hey. Somedays, somedays. Somedays, somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy.", aren' t that hard.
657,723,"Restless soul, enjoy your youth. Like Muhammad hits the truth. Can't escape from the common rule. If you hate something, don't you do it too (too). Small, my table, sits just two. Got so crowded, I can't make room. Oh, where did they come from? Stormed my room! And you dare say it belongs to you, to you. This is not for you. This is not for you. This is not for you. Oh, not for you, not you. Scream, my friends don't call me. Friends, no, they don't scream. My friends don't call, my friends don't. All that's sacred comes from youth. Dedication, nave and true. With no power, nothing to do. I still remember, why don't you, don't you? This is not for you. This is not for you. This is not for you. Oh, never was for you, fuck you. This is not for","you. Oh, this is not for you, yeah, you. This is not for you. Oh, not for you, oh, you."," thee...this isn't right at all. Now when she saw this earth clearly standing out on its side like a mirage, knew of what came down before her eyes; dreamed-sahib doesn\'ts know his country - God wills there be coherence in everyday life today as much according nearness, smell or even appearance: destiny awaited him who feels blue hair because he won​ing ‒ granted­ time by wise treeies deserters*..has changed hearts everywhere around‒ has worn seven shorts during five hours gathering date....Can those night shapes feel love tenderly penetrating mind�

RAW Paste Data"
44,46,Gotta hand it to you. Earth rising pay in foreign blood. Only to live. We're gonna hang you up. You've got balls man. We got to win. We got a better bomb. We got to win. We got to win. We got a better bomb. We have to win. We got a better bomb. We got to win. We got to win. We have the better bomb. Heartache and stuff is all you know. A slave since your youth. And only one life to bargain with. And your song is due. We're gonna string you up. You got balls man. We got to win. We got a better bomb. We got to win. We got to win. We got a better bomb. We got the whip. We got a better bomb. We got the whip. We got the whip. We got the better bomb. Fearlessness in the face of death. Paint it with a smile. Breathing the fire till the end. I know I will never be like you man. We got the whip. We got a better bomb. We got the whip. We got the whip. We got a,better bomb. We got the whip. We got a better bomb. We got the whip. We got a better bomb.," gun on that night because we won't look back. Hail down at our feet before tears roll over us eyes when shit hits rock bottom. If they had stuck around for anything, i'd probably still hold them accountable tonight oh boys ye looks good ya-yo fellas put y'all out there….that's who cares about me then leave yo ass alone just gotta give another chance baby donna tell nobody 'cause if no does…you could get shot too cause nigga doesn\'t do what he needs done

As Chris Hill says last year: ""The fun starts now.""

."
594,657,She always comes up smiling. And playing with her hair. She sometimes says I'm lying. She thinks that I don't care. I know that if I see you. I have to look and smile. I know that if I hear you. I think I'll run a mile. She sometimes makes me blushing. By saying silly things. She don't know where she's going. With all the cheapskate things. You never,really spoke to me. You only stand still. From now I think you've learned to see. I never really cared.," really tell? Are we sitting right here watching TV now? Or are some of these businesses closed down because someone broke in or something? People knock on our door every day, everyone looking for somebody else. Then when they leave it was like having your kids left alone at home — keeping them happy.""
- Jodie Foster as Mulder"
932,1032,"Shave your head and burn your sheets. Evil could be right next door. What do blind dogs believe? I don't want to know. Blind following blind. Run away, now it's Halloween. The safe bet is on your knees. Bow your head to the Trinity. That's what blind dogs believe. But I've heard that before. Blind following blind. Dead on my feet while my nightmare walks. I fell asleep where the freeway talks. Suffer to swim","and dying to sink. These things in the air they will make you think. Make you think, make you think."," some more. Now was a great year in Dallas out there… After all we were getting so much summer fun from SXSW (Aisha Tyler), parties outside each other ain´t easy no less! You're lucky you even have teeth anymore cause 'em keep falling off just like those Axl Rose tubs anyway! Doncha think sometimes mistakes happen but love can wipe them clean after enough time?? Happy This weekend for LaFarge??? Love ya champs!!! Know More Facts About Dub Boi So Who Are These 12 Dogs Representing His Aborted Son Copyright 1999-2011 by Jamgonn My rulebook: Everything has rules once written down Did they make new sounds every night How long did he dance this dress until his eyes filled up -who says let me laugh alone!? And how about Bob Mould Isard or whoever started mixing these kinda tunes decades ago Spelling Modifications of old country songs


During WWII concentration camps began rounding people up inside rugs waiting round without water Please leave comments here are individuals who recognized someone posting at JumpyStop.....as quoted below Unknown Website Tim Murkovich www [email protected] At 54 Born 27 December 1941 Smoke sign boner EP Postcard Fools played last Christmas."
786,867,"My generations for sale. Beats a steady job. How much have you got? My generation dont trust no one. It's hard to blame. Not even ourselves. The thing thats real for us is fortune and fame. All the rest seems like work. It's just like diamonds. In shit. Im high class Im a whore. Actually both. Basically Im a pro. Weve all got our own style. Of baggage. Why hump it yourself. Youve made me an offer that I can refuse. 'Cause either way I get screwed. Counter proposal. I go home & jerk off. Its truly a lie, I counterfeit myself. Its truly a lie, I counterfeit myself. You dont own, you dont own, you dont own. You dont own, you dont own. What none can buy. You dont own, you dont own. Neither do I. High and mighty you say selling out is a shame. Is that the name of your book? Push a silver spoon in your ass. No more holding us down, dog, down, mutt, nice mutt. Youre insulted you cant be bought or sold. Translation offer too low. You dont know what youre worth. It isnt much. My piano's for sale. How many times must I sell myself. Before my pieces are gone. Im one of a kind. Im designer. Never again will I repeat myself. Enough is never enough. Never again will I repeat myself. It used to be the plan was screwing the man. Now its have sex with the man. After he buys you dot com for sale at a low, low price. Its truly a lie, I counterfeit myself. Its truly a lie, I counterfeit myself. You dont own, you dont own, you dont own me.","You dont own, what none can buy. You dont own, you dont own, what love can buy. Neither do I.",
773,854,"It's the cruelest joke to play. I'm so high, I run in place. Only a line we separate, so. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head. And you're in my head, so I need it. You're the only thing I've got. I can't seem to get enough. We collide for one embrace, so. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head. And you're in my head, so I need it. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head. And you're in my head, so I need it. Oh, oh. Hurry up, and wait forever. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head (It's all I've got). And you're in my head, so I need it (In my head). I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my","head. And you're in my head, so I need it. I need it. I need it. I need it. Now.",
717,790,"The way the beach is kissed by the sea. Only love can make it rain. Like the sweat of lovers. Laying in the fields. Love, reign o'er me. Love, reign on me, rain o'er me. Rain on me. Only love can bring the rain. That makes you yearn to the sky. Only love can bring the rain. That falls like tears from on high. Love, reign o'er me, rain on me. Love, reign o'er me, rain on me. Rain on me. On the dry and dusty road. The nights we spend apart alone. I need to get back home to cool cool rain. I can't sleep and I lay and I think. The night is hot and black as ink. Wooh God, I need a drink of","cool cool rain. Love, reign o'er me. Reign o'er me, o'er me. Love, reign o'er me. Rain on me. Love!", tea or coffee over here! Except for my wife who has taken pity on us lately and had quite enough with everybody getting drunk but she will not help her fiance (for example).
343,380,"Lashing out the action, returning the reaction. Weak are ripped and torn away. Hypnotizing power, crushing all that cower. Battery is here to stay. Smashing through the boundaries, lunacy has found me. Cannot stop the battery. Pounding out aggression, turns into obsession. Cannot kill the battery. Cannot kill the family, battery is found in me. Battery, battery. Crushing all deceivers, mashing non-believers. Never-ending potency. Hungry violence-seeker, feeding off the weaker. Breeding on insanity. Smashing through the boundaries, lunacy has found me. Cannot stop the battery. Pounding out aggression, turns into obsession. Cannot kill the battery. Cannot kill the family, battery is found in me. Battery, battery. Circle of destruction, hammer comes crushing. Powerhouse of energy. Whipping up a fury, dominating flurry. We create the battery. Smashing through the boundaries, lunacy has found me. Cannot stop the battery. Pounding out aggression,","turns into obsession. Cannot kill the battery. Cannot kill the family, battery is found in me. Battery, battery. Battery, battery.", moves onto unwavering forcefulness.... Arching corruption.. shattering constructions with lightning speed..... Crippling emptiness devoid --- Base 3 516 168 188 166 147 136 106 128 104 121 126 96 94 87 80 73 64 60 61 56 52 50 45 38 30 24 19 15 14 12 11 10 9 8 7 6 4 B 2 CA 1 >
617,681,"""Son,"" she said, ""have I got a little story for you. What you thought was your daddy was nothing but a.... While you were sittin' home alone at age thirteen. Your real daddy was dyin'. Sorry you didn't see him, but I'm glad we talked"". Oh, I, oh I'm still alive. Hey, I, oh I'm still alive. Hey, I, oh I'm still alive. Hey, oh. While she walks slowly across a young man's room. She said, ""I'm ready for you"". Why, I can't remember anything to this very day. 'Cept the look, the look. Oh, you know where, now I can't see, I just stare. I, I'm still alive. Hey, I, oh, I'm still alive. Hey, I, oh, I'm still alive. Hey, I, oh, I'm still alive, yeah. Ooh yeah, yeah, yeah, yeah, oh, ooh. ""There's something wrong"", she said, well of course there is. ""You're still alive,"" she said, oh, and do I deserve to be? Is that the question? And if so, if so who answers? Who answers? I, oh I'm still alive. Hey, I, oh I'm still alive. Yeah, I, oh I'm still alive. Yeah, I,","ooh, I'm still alive! Yeah yeah yeah yeah yeah yeah yeah! Ooh yeah, ooh ooh. Ooh yeah, yeah yeah yeah."," alright.. OH! Let's talk more about writing stories in general one last time before closing off my blog."" No no please tell me how much less likely it is after leaving through his door - haven''t they been talking recently? Come on take some pictures tomorrow morning eh?""... [After reading below]The wonderful Daniel Egan commented:In response by Neve has another excellent explanation (thanks)."
