level_0,index,Lyrics,True_end_lyrics,Generated_lyrics
383,424,"I don't know how to live through this hell. Woken up, I'm still locked in this shell. Frozen soul, frozen down to the core. Break the ice, I can't take anymore. Freezing (Freezing), can't move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice. Crystallized as I lay here and rest. Eyes of glass stare directly at death. From deep sleep, I have broken away. No one knows, no one hears what I say. Freezing (Freezing), can't move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice. (Scream) From my soul. (Fate) Mystified. (Hell) Forevermore. (Scream) From my soul. (Fate) Mystified. (Hell) Forevermore. No release from my cryonic state. What is this? I've been stricken by fate. Wrapped up tight, cannot move, can't break free. Hand of doom has a tight grip on me. Freezing (Freezing), can't move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice. Freezing (Freezing), can't","move at all. Screaming (Screaming), can't hear my call. I am dying to live. Cry out, I'm trapped under ice."," move at all. Crying (Crying), can't hear my call. (Freeze)"
919,1016,"It's creeping in so slow. Trapping it, nobody's home. It's creeping in so slow. Trapping it, nobody's home. Santa,","I love you, baby. My Christmas king. Santa, you're my king. I love you, Santa baby. Got what I need."," this is Christmas. Is that a lie? Santa, this is Christmas. Is that a lie? Is that a lie? Santa, Christmas is here"
883,978,"Yeah, I know what to do. Don't you, don't you wanna thrill me? Don't you be afraid to tell me. Tell me if you think it's ugly. But don't you want to touch it anyway, yeah? Now, I've been looking for a reject. And you ain't had nothing like me yet. So don't you think it's time for motion? I can take what you've been pushing, uh. Hey, I know what to do. I'm gonna fuck, fuck, fuck, fuck you! Fuck you! Yeah, I know what to do. I'm going to fuck, fuck, fuck, fuck you! Fuck you! I'm gonna. Gonna, yeah. I'm the beast, and you're the master. You're the meat of the matter. I'm no fool for discretion. When it's on the tip of my tongue. Don't you, don't you wanna thrill me? Don't you be afraid to tell me. Tell me if you think it's ugly. But now don't you wanna touch it anyway, yeah? Hey, I know what to do. I'm going to fuck, fuck, fuck, fuck you! Fuck you! Yeah, I know what to do. I'm gonna fuck, fuck, fuck, fuck you! Fuck you! I'm gonna. Gonna. F-f-f-f-fuck you! (Yeah!). Yeah, I know what to do. (Know what to do). I'm going to fuck, fuck, fuck, fuck you! Fuck you! Yeah, I know what to do.","(Know what to do). I'm going to fuck, fuck, fuck, fuck you! Fuck you! I'm gonna. Gonna. Gonna! Fuck you!"," I'm going to fuck, fuck, fuck, fuck you! Fuck you!"
0,0,"On a cobweb afternoon in a room full of emptiness. By a freeway, I confess I was lost in the pages. Of a book full of death, reading how we'll die alone. And if we're good, we'll lay to rest anywhere we want to go. In your house, I long to be. Room by room, patiently. I'll wait for you there like a stone. I'll wait for you there alone. And on my deathbed, I will pray to the gods and the angels. Like a pagan to anyone who will take me to heaven. To a place I recall, I was there so long ago. The sky was bruised, the wine was bled, and there you led me on. In your house, I long to be. Room by room, patiently. I'll wait for you there like a stone. I'll wait for you there alone, alone. And on I read until the day was gone. And I sat in regret of all the things I've done. For all that I've blessed and all that I've wronged. In dreams until my death, I will wander on. In your house, I long to","be. Room by room, patiently. I'll wait for you there like a stone. I'll wait for you there alone, alone."," be. Room by room, patiently. I'll wait for you there like a stone. I'll wait for you there alone, alone. And on"
566,627,"Wake up! There's a new day dawning. I think I'll take a little walk for a while. I need shades 'cause the sun is blinding. And I can see for miles and miles. Yeah, I can feel the earth beneath me. I lie down, we are as one. And they look but they cannot find me. I'm off and heading for the sun. Im getting colder. I feel a chill in the air. There's a change in the weather. Here it comes again. Now I can feel the rain. The wind that brings on the change. Is taking me over. The wind that brings on the rain. Is making me older. Downtown the moon is shining. I'm going to dress it up in style. My business everybody's minding. I need to get away for a while. I'm getting colder. I feel a chill in the air. There's a change in the weather. Here it comes again. Now I can feel the rain (oh yeah). The wind",that brings on the change. Is taking me over. The wind that brings on the rain. Is making me older., that brings on the change. Is taking me over. The wind that brings on the rain. Is making me older. Downtown the moon is shining.
38,39,"Somedays, somedays. Somedays just ain't so easy. Wake up, look around. Just before your feet hit the ground. Where they make the oil and street. Is where you stand and where you sleep. Black and whites, alarms and lights. Plain clothes and Miranda Rights. At the right place but in the wrong life. Somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. It's not the fault of anyone. As we revolve around the sun. We sleep beneath the same sky. But we all see it through different eyes. So if you go or if you stay. Standing still if you walk away. If you bend or if you break. Somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. Just ain't so easy, ooh yeah. Someone may have done you right or done you wrong. Nobody say it's so easy, yeah. I don't care for somedays. Someone may have done you right or done you wrong. Kept it down from the day you were born. There's no need to apologize for the riot in your eyes. Because somedays just","ain't so easy, hey. Somedays, somedays. Somedays, somedays just ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy."," ain't so easy. Somedays, somedays. Somedays, somedays just ain't so easy. Somedays,"
657,723,"Restless soul, enjoy your youth. Like Muhammad hits the truth. Can't escape from the common rule. If you hate something, don't you do it too (too). Small, my table, sits just two. Got so crowded, I can't make room. Oh, where did they come from? Stormed my room! And you dare say it belongs to you, to you. This is not for you. This is not for you. This is not for you. Oh, not for you, not you. Scream, my friends don't call me. Friends, no, they don't scream. My friends don't call, my friends don't. All that's sacred comes from youth. Dedication, nave and true. With no power, nothing to do. I still remember, why don't you, don't you? This is not for you. This is not for you. This is not for you. Oh, never was for you, fuck you. This is not for","you. Oh, this is not for you, yeah, you. This is not for you. Oh, not for you, oh, you."," you. This is not for you.

My mind falls into a fit.

What's to be done?

All that's"
44,46,Gotta hand it to you. Earth rising pay in foreign blood. Only to live. We're gonna hang you up. You've got balls man. We got to win. We got a better bomb. We got to win. We got to win. We got a better bomb. We have to win. We got a better bomb. We got to win. We got to win. We have the better bomb. Heartache and stuff is all you know. A slave since your youth. And only one life to bargain with. And your song is due. We're gonna string you up. You got balls man. We got to win. We got a better bomb. We got to win. We got to win. We got a better bomb. We got the whip. We got a better bomb. We got the whip. We got the whip. We got the better bomb. Fearlessness in the face of death. Paint it with a smile. Breathing the fire till the end. I know I will never be like you man. We got the whip. We got a better bomb. We got the whip. We got the whip. We got a,better bomb. We got the whip. We got a better bomb. We got the whip. We got a better bomb., better bomb. We got the whip. We got the whip. We got the whip.
594,657,She always comes up smiling. And playing with her hair. She sometimes says I'm lying. She thinks that I don't care. I know that if I see you. I have to look and smile. I know that if I hear you. I think I'll run a mile. She sometimes makes me blushing. By saying silly things. She don't know where she's going. With all the cheapskate things. You never,really spoke to me. You only stand still. From now I think you've learned to see. I never really cared.," see her. And all the money. I don't like to talk about this. But, I wish I had something to do.

She"
932,1032,"Shave your head and burn your sheets. Evil could be right next door. What do blind dogs believe? I don't want to know. Blind following blind. Run away, now it's Halloween. The safe bet is on your knees. Bow your head to the Trinity. That's what blind dogs believe. But I've heard that before. Blind following blind. Dead on my feet while my nightmare walks. I fell asleep where the freeway talks. Suffer to swim","and dying to sink. These things in the air they will make you think. Make you think, make you think.",. Sing to your heart's content. I fell asleep where the freeway talks. Suffer to swim. It's the beautiful holiday season. Light the
786,867,"My generations for sale. Beats a steady job. How much have you got? My generation dont trust no one. It's hard to blame. Not even ourselves. The thing thats real for us is fortune and fame. All the rest seems like work. It's just like diamonds. In shit. Im high class Im a whore. Actually both. Basically Im a pro. Weve all got our own style. Of baggage. Why hump it yourself. Youve made me an offer that I can refuse. 'Cause either way I get screwed. Counter proposal. I go home & jerk off. Its truly a lie, I counterfeit myself. Its truly a lie, I counterfeit myself. You dont own, you dont own, you dont own. You dont own, you dont own. What none can buy. You dont own, you dont own. Neither do I. High and mighty you say selling out is a shame. Is that the name of your book? Push a silver spoon in your ass. No more holding us down, dog, down, mutt, nice mutt. Youre insulted you cant be bought or sold. Translation offer too low. You dont know what youre worth. It isnt much. My piano's for sale. How many times must I sell myself. Before my pieces are gone. Im one of a kind. Im designer. Never again will I repeat myself. Enough is never enough. Never again will I repeat myself. It used to be the plan was screwing the man. Now its have sex with the man. After he buys you dot com for sale at a low, low price. Its truly a lie, I counterfeit myself. Its truly a lie, I counterfeit myself. You dont own, you dont own, you dont own me.","You dont own, what none can buy. You dont own, you dont own, what love can buy. Neither do I.", I dont own you. Why hump it yourself. Youve made me an offer that I can refuse. 'Cause either way I get screwed. Counter
773,854,"It's the cruelest joke to play. I'm so high, I run in place. Only a line we separate, so. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head. And you're in my head, so I need it. You're the only thing I've got. I can't seem to get enough. We collide for one embrace, so. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head. And you're in my head, so I need it. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head. And you're in my head, so I need it. Oh, oh. Hurry up, and wait forever. I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my head (It's all I've got). And you're in my head, so I need it (In my head). I keep on playing our favorite song. I turn it up while you're gone. It's all I've got when you're in my","head. And you're in my head, so I need it. I need it. I need it. I need it. Now.", head (In my head). And you're in my head. (In my head).
717,790,"The way the beach is kissed by the sea. Only love can make it rain. Like the sweat of lovers. Laying in the fields. Love, reign o'er me. Love, reign on me, rain o'er me. Rain on me. Only love can bring the rain. That makes you yearn to the sky. Only love can bring the rain. That falls like tears from on high. Love, reign o'er me, rain on me. Love, reign o'er me, rain on me. Rain on me. On the dry and dusty road. The nights we spend apart alone. I need to get back home to cool cool rain. I can't sleep and I lay and I think. The night is hot and black as ink. Wooh God, I need a drink of","cool cool rain. Love, reign o'er me. Reign o'er me, o'er me. Love, reign o'er me. Rain on me. Love!", my own. I should be washed away by the sea. Only love can make it rain. Only love can bring the rain. Rain on me.
343,380,"Lashing out the action, returning the reaction. Weak are ripped and torn away. Hypnotizing power, crushing all that cower. Battery is here to stay. Smashing through the boundaries, lunacy has found me. Cannot stop the battery. Pounding out aggression, turns into obsession. Cannot kill the battery. Cannot kill the family, battery is found in me. Battery, battery. Crushing all deceivers, mashing non-believers. Never-ending potency. Hungry violence-seeker, feeding off the weaker. Breeding on insanity. Smashing through the boundaries, lunacy has found me. Cannot stop the battery. Pounding out aggression, turns into obsession. Cannot kill the battery. Cannot kill the family, battery is found in me. Battery, battery. Circle of destruction, hammer comes crushing. Powerhouse of energy. Whipping up a fury, dominating flurry. We create the battery. Smashing through the boundaries, lunacy has found me. Cannot stop the battery. Pounding out aggression,","turns into obsession. Cannot kill the battery. Cannot kill the family, battery is found in me. Battery, battery. Battery, battery."," turns into obsession. Cannot kill the battery. Cannot kill the family, battery is found in me. Battery, battery."
617,681,"""Son,"" she said, ""have I got a little story for you. What you thought was your daddy was nothing but a.... While you were sittin' home alone at age thirteen. Your real daddy was dyin'. Sorry you didn't see him, but I'm glad we talked"". Oh, I, oh I'm still alive. Hey, I, oh I'm still alive. Hey, I, oh I'm still alive. Hey, oh. While she walks slowly across a young man's room. She said, ""I'm ready for you"". Why, I can't remember anything to this very day. 'Cept the look, the look. Oh, you know where, now I can't see, I just stare. I, I'm still alive. Hey, I, oh, I'm still alive. Hey, I, oh, I'm still alive. Hey, I, oh, I'm still alive, yeah. Ooh yeah, yeah, yeah, yeah, oh, ooh. ""There's something wrong"", she said, well of course there is. ""You're still alive,"" she said, oh, and do I deserve to be? Is that the question? And if so, if so who answers? Who answers? I, oh I'm still alive. Hey, I, oh I'm still alive. Yeah, I, oh I'm still alive. Yeah, I,","ooh, I'm still alive! Yeah yeah yeah yeah yeah yeah yeah! Ooh yeah, ooh ooh. Ooh yeah, yeah yeah yeah."," oh I'm still alive. Hey, I, oh, I'm still alive.

2. (""Sitting on the sofa in my best"
